OBJECTID,Código Sector Catastral,Nombre Sector Catastral,Mes,Total Homicidios 2018,Total Homicidios 2019,Total Homicidios 2020,Variación Homicidios 2021-2022 %,Total Homicidios 2022 Bogotá D.C.,Total Lesiones Personales 2018,Total Lesiones Personales 2019,Total Lesiones Personales 2020,Variación Lesiones Personales 2021-2022 %,Total Lesiones Personales 2022 Bogotá D.C.,Total Hurto Personas 2018,Total Hurto Personas 2019,Total Hurto Personas 2020,Variación  Hurto Personas 2021-2022 %,Total Hurto Personas 2022 Bogotá D.C.,Total Hurto Residencias 2018,Total Hurto Residencias 2019,Total Hurto Residencias 2020,Variación  Hurto Residencias 2021-2022 %,Total Hurto Residencias 2022 Bogotá D.C.,Total Hurto Automotores 2018,Total Hurto Automotores 2019,Total Hurto Automotores 2020,Variación  Hurto Automotores 2021-2022 %,Total Hurto Automotores 2022 Bogotá D.C.,Total Hurto Bicicletas 2018,Total Hurto Bicicletas 2019,Total Hurto Bicicletas 2020,Variación  Hurto Bicicletas 2021-2022 %,Total Hurto Bicicletas 2022 Bogotá D.C.,Total Hurto Comercio 2018,Total Hurto Comercio 2019,Total Hurto Comercio 2020,Variación  Hurto Comercio 2021-2022 %,Total Hurto Comercio 2022 Bogotá D.C.,Total Hurto Celulares 2018,Total Hurto Celulares 2019,Total Hurto Celulares 2020,Variación  Hurto Celulares 2021-2022 %,Total Hurto Celulares 2022 Bogotá D.C.,Total Hurto Motocicletas 2018,Total Hurto Motocicletas 2019,Total Hurto Motocicletas 2020,Variación  Hurto Motocicletas 2021-2022 %,Total Hurto Motocicletas 2022 Bogotá D.C.,Total Hurto Entidades Financieras  2018,Total Hurto Entidades Financieras  2019,Total Hurto Entidades Financieras  2020,Variación  Hurto Entidades Financieras  2021-2022 %,Total Hurto Entidades Financieras  2022 Bogotá D.C.,Total Delitos Sexuales 2018,Total Delitos Sexuales 2019,Total Delitos Sexuales 2020,Variación  Delitos Sexuales 2021-2022 %,Total Delitos Sexuales 2022 Bogotá D.C.,Total Violencia intrafamiliar 2018,Total Violencia intrafamiliar 2019,Total Violencia intrafamiliar 2020,Variación  Violencia intrafamiliar 2021-2022 %,Total Violencia intrafamiliar 2022 Bogotá D.C.,Total Homicidios 2021,Total Lesiones Personales 2021,Total Hurto Personas 2021,Total Hurto Residencias 2021,Total Hurto Automotores 2021,Total Hurto Bicicletas 2021,Total Hurto Celulares 2021,Total Hurto Motocicletas 2021,Total Hurto Entidades Financieras  2021,Total Hurto Comercio 2021,Total Delitos Sexuales 2021,Total Violencia intrafamiliar 2021,Total Homicidios 2022,Total Lesiones Personales 2022,Total Hurto Personas 2022,Total Hurto Residencias 2022,Total Hurto Automotores 2022,Total Hurto Bicicletas 2022,Total Hurto Celulares 2022,Total Hurto Motocicletas 2022,Total Hurto Entidades Financieras  2022,Total Hurto Comercio 2022,Total Delitos Sexuales 2022,Total Violencia intrafamiliar 2022,coord_x,coord_y
100,008418,SAN PATRICIO,Ene-Abr,0,2,0,0,296,12,9,5,-75,"7,760",135,196,138,7.37,"36,368",13,6,7,266.67,"1,759",1,0,1,100,"1,104",13,9,10,0,"2,805",13,25,22,0,"2,308",78,90,78,10.71,"19,286",1,1,0,-100,"1,552",0,0,0,0,1,1,2,1,100,"2,196",12,1,1,0,"11,410",0,4,95,3,0,1,56,1,0,13,0,4,0,1,102,11,1,1,62,0,0,13,2,4,"-74,04981402055452","4,695339859538951"
102,008506,BARRANCAS NORTE,Ene-Abr,0,0,1,0,296,5,1,8,66.67,"7,760",12,14,28,-41.67,"36,368",1,3,7,0,"1,759",1,1,0,100,"1,104",1,2,3,0,"2,805",1,1,2,200,"2,308",5,6,16,-50,"19,286",0,0,0,0,"1,552",0,0,0,0,1,1,1,0,-40,"2,196",6,7,17,-75,"11,410",0,3,36,1,0,2,20,1,0,1,5,24,0,5,21,1,1,2,10,1,0,3,3,6,"-74,02803740188294","4,735006560735166"
103,009206,AURES II,Ene-Abr,0,0,0,0,296,23,21,10,0,"7,760",45,37,8,34.78,"36,368",5,11,8,-25,"1,759",1,2,1,-66.67,"1,104",7,3,1,-33.33,"2,805",4,2,2,-50,"2,308",28,21,3,35.71,"19,286",1,2,2,-60,"1,552",0,0,0,0,1,7,6,1,100,"2,196",41,36,21,-29.17,"11,410",0,9,23,4,3,3,14,10,0,4,0,24,0,9,31,3,1,2,19,4,0,2,5,17,"-74,10226531835546","4,733997475230834"
104,005658,VILLA SAGRARIO,Ene-Abr,0,0,0,0,296,0,0,0,100,"7,760",4,2,2,100,"36,368",3,1,0,0,"1,759",0,1,0,0,"1,104",0,1,1,0,"2,805",0,0,0,0,"2,308",2,2,1,100,"19,286",1,0,0,-100,"1,552",0,0,0,0,1,0,0,0,0,"2,196",4,3,10,-25,"11,410",0,1,3,0,0,1,0,1,0,0,0,4,0,2,6,0,0,1,2,0,0,0,0,3,"-74,12145712689598","4,704568961723551"
107,001434,CARMEN DEL SOL,Ene-Abr,0,0,1,100,296,6,7,5,0,"7,760",11,7,3,-41.67,"36,368",0,0,0,-100,"1,759",0,1,0,0,"1,104",1,0,0,-100,"2,805",1,1,0,-100,"2,308",7,6,2,-20,"19,286",1,0,0,100,"1,552",0,0,0,0,1,0,0,2,0,"2,196",8,5,6,75,"11,410",0,4,12,1,0,2,5,1,0,1,2,4,1,4,7,0,0,0,4,2,0,0,2,7,"-74,11302258805308","4,563878580826828"
108,001317,PUENTE COLORADO,Ene-Abr,0,0,0,0,296,1,1,1,100,"7,760",0,1,1,300,"36,368",0,1,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,1,1,0,"2,308",0,0,0,100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,100,"2,196",2,2,6,-100,"11,410",1,0,1,0,0,0,0,0,0,0,0,7,1,2,4,0,0,0,1,0,0,0,3,0,"-74,08290372164609","4,541954994881846"
109,001320,NUEVA GLORIA,Ene-Abr,0,0,0,-100,296,6,6,8,-100,"7,760",5,8,8,-62.50,"36,368",0,1,3,0,"1,759",0,0,0,100,"1,104",0,0,0,0,"2,805",1,2,1,100,"2,308",7,4,4,-83.33,"19,286",1,0,1,0,"1,552",0,0,0,0,1,2,2,3,-50,"2,196",18,20,7,-70,"11,410",1,5,8,2,0,0,6,0,0,1,6,10,0,0,3,2,1,0,1,0,0,2,3,3,"-74,08951386043759","4,540679063323068"
112,007208,BANCO CENTRAL,Ene-Abr,0,0,0,0,296,1,1,1,100,"7,760",23,36,21,45.45,"36,368",4,11,2,100,"1,759",1,1,1,0,"1,104",4,4,0,-100,"2,805",3,6,13,0,"2,308",13,16,11,60,"19,286",0,0,1,100,"1,552",0,0,0,0,1,0,1,0,0,"2,196",2,0,1,-100,"11,410",0,0,22,0,0,3,10,0,0,0,1,1,0,4,32,3,0,0,16,1,0,0,1,0,"-74,07040240799004","4,642476694762806"
113,002627,LA REFORMA,Ene-Abr,2,2,1,0,296,6,15,1,150,"7,760",8,10,8,60,"36,368",1,4,0,-100,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",2,0,1,0,"2,308",8,6,4,50,"19,286",2,0,1,0,"1,552",0,0,0,0,1,2,2,0,-100,"2,196",10,11,11,-12.50,"11,410",0,2,5,1,0,0,2,0,0,0,1,8,0,5,8,0,0,0,3,0,0,0,0,7,"-74,10424994718846","4,500893856080416"
114,002625,ARRAYANES V,Ene-Abr,0,0,1,0,296,3,5,2,-100,"7,760",1,2,4,20,"36,368",0,0,0,0,"1,759",0,1,0,100,"1,104",0,0,0,0,"2,805",0,1,1,0,"2,308",0,0,1,33.33,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,1,1,0,"2,196",4,7,3,-11.11,"11,410",0,4,5,1,0,0,3,0,0,1,0,9,0,0,6,1,1,0,4,0,0,1,0,8,"-74,10171317032412","4,534592685978522"
115,001111,SANTA ANA SUR,Ene-Abr,0,0,0,0,296,1,1,5,0,"7,760",15,21,16,30.77,"36,368",2,2,3,-100,"1,759",0,0,0,50,"1,104",0,0,0,0,"2,805",5,1,2,0,"2,308",12,7,12,57.14,"19,286",2,1,0,0,"1,552",0,0,0,0,1,2,1,0,0,"2,196",3,4,11,25,"11,410",0,2,13,3,2,1,7,1,0,0,2,4,0,2,17,0,3,1,11,1,0,0,2,5,"-74,08523177471156","4,576997848829644"
117,002544,LOS LAURELES II,Ene-Abr,1,1,0,0,296,49,35,10,-33.33,"7,760",62,90,19,45.83,"36,368",10,9,3,-85.71,"1,759",5,4,3,100,"1,104",0,4,1,0,"2,805",9,11,4,-50,"2,308",57,56,13,0,"19,286",11,6,2,150,"1,552",0,0,0,0,1,8,7,3,100,"2,196",63,62,23,60.87,"11,410",0,15,24,7,0,1,20,2,0,2,3,23,0,10,35,1,1,1,20,5,0,1,6,37,"-74,15240711047007","4,571620101378362"
44,004564,TAIRONA,Ene-Abr,0,0,0,0,296,4,0,3,100,"7,760",7,11,8,0,"36,368",0,0,0,0,"1,759",0,0,1,0,"1,104",1,1,2,50,"2,805",2,0,1,-100,"2,308",5,5,3,-45.45,"19,286",0,0,1,0,"1,552",0,0,0,0,1,0,2,0,0,"2,196",3,3,2,-50,"11,410",0,1,12,0,1,2,11,0,0,1,0,2,0,2,12,0,1,3,6,0,0,0,0,1,"-74,15780197105049","4,640407892609274"
45,002509,SAN BENITO,Ene-Abr,1,1,0,-100,296,12,18,8,-60,"7,760",19,30,19,-31.25,"36,368",3,0,2,-100,"1,759",3,3,1,-100,"1,104",1,1,1,0,"2,805",9,5,7,300,"2,308",12,18,12,-28.57,"19,286",2,2,2,0,"1,552",0,0,0,0,1,1,4,0,-50,"2,196",8,11,14,122.22,"11,410",1,15,32,3,2,4,14,1,0,1,2,9,0,6,22,0,0,4,10,1,0,4,1,20,"-74,13564490827414","4,563896453930368"
46,002593,TUNJUELITO,Ene-Abr,0,0,0,0,296,2,0,0,-100,"7,760",0,3,1,-50,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,100,"2,805",0,0,0,0,"2,308",0,2,0,-100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,1,0,"11,410",0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"-74,12419113592465","4,510574850611991"
47,001319,LA GLORIA ORIENTAL,Ene-Abr,0,0,0,-100,296,21,25,15,25,"7,760",11,24,23,23.08,"36,368",3,5,2,0,"1,759",0,2,0,0,"1,104",0,1,0,-100,"2,805",2,6,14,-50,"2,308",10,7,12,0,"19,286",1,3,0,-33.33,"1,552",0,0,0,0,1,2,2,3,200,"2,196",34,23,19,66.67,"11,410",1,4,13,3,0,3,6,3,0,6,1,18,0,5,16,3,0,0,6,2,0,3,3,30,"-74,09121422492316","4,545517566068185"
48,008213,CHAPINERO CENTRAL,Ene-Abr,4,2,0,100,296,49,37,17,100,"7,760",647,825,263,110.61,"36,368",13,16,12,-42.86,"1,759",2,3,0,100,"1,104",16,13,18,133.33,"2,805",95,126,19,16.67,"2,308",454,453,163,132.41,"19,286",1,3,1,-100,"1,552",0,0,1,0,1,7,3,3,-60,"2,196",23,13,8,-26.67,"11,410",0,15,179,7,0,6,108,1,0,18,10,15,2,30,377,4,3,14,251,0,0,21,4,11,"-74,06352116180531","4,6447085509033625"
52,109104,SAN JUAN,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",1,0,1,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,31593661047562","4,026196635055287"
54,009250,TIBABUYES OCCIDENTAL,Ene-Abr,0,0,0,-50,296,7,2,3,-50,"7,760",6,5,7,18.18,"36,368",0,0,2,-100,"1,759",1,0,1,-100,"1,104",0,0,2,-66.67,"2,805",0,0,0,0,"2,308",5,2,2,100,"19,286",0,0,1,-100,"1,552",0,0,0,0,1,2,1,1,0,"2,196",4,2,15,18.18,"11,410",2,8,11,1,1,3,0,1,0,0,3,11,1,4,13,0,0,1,9,0,0,0,3,13,"-74,12156560933578","4,751992639244086"
55,009232,SABANA DE TIBABUYES,Ene-Abr,0,0,1,0,296,6,12,5,-12.50,"7,760",20,33,20,40,"36,368",3,3,2,-33.33,"1,759",3,3,2,200,"1,104",2,1,2,50,"2,805",2,2,1,300,"2,308",12,15,6,-50,"19,286",1,2,0,150,"1,552",0,0,0,0,1,3,2,2,33.33,"2,196",14,18,18,-30,"11,410",0,8,25,3,1,4,26,2,0,1,3,20,0,7,35,2,3,6,13,5,0,4,4,14,"-74,10877211078416","4,749014570628833"
57,209104,SAN JUAN URBANO,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,1,100,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-74,31454287547979","4,0291578254325255"
58,005402,SANTA ROSA,Ene-Abr,1,0,1,100,296,8,4,5,60,"7,760",63,104,130,27.85,"36,368",4,10,5,33.33,"1,759",5,3,2,0,"1,104",8,14,12,40,"2,805",58,73,40,-38.10,"2,308",37,100,58,-11.32,"19,286",0,1,0,100,"1,552",0,0,0,0,1,2,4,1,50,"2,196",10,11,12,-57.14,"11,410",0,5,79,3,1,5,53,1,0,21,2,7,1,8,101,4,1,7,47,2,0,13,3,3,"-74,07956136208614","4,694363260676806"
59,006418,PUENTE GRANDE,Ene-Abr,0,0,1,0,296,3,1,1,0,"7,760",0,1,12,20,"36,368",1,0,1,-50,"1,759",0,0,1,0,"1,104",0,0,1,25,"2,805",0,1,2,-100,"2,308",0,1,4,-11.11,"19,286",0,0,1,0,"1,552",0,0,0,0,1,0,0,1,100,"2,196",3,4,10,100,"11,410",0,3,20,2,0,4,9,0,0,5,0,2,0,3,24,1,0,5,8,0,0,0,2,4,"-74,16503536635145","4,694193131240244"
60,002541,GRANADA SUR,Ene-Abr,0,0,0,0,296,5,3,3,50,"7,760",5,3,2,-40,"36,368",2,1,0,0,"1,759",0,0,0,-100,"1,104",2,0,0,-100,"2,805",1,1,2,0,"2,308",3,1,0,0,"19,286",2,0,1,-100,"1,552",0,0,0,0,1,1,1,1,200,"2,196",6,1,3,-42.86,"11,410",0,2,5,0,1,1,2,1,0,0,1,7,0,3,3,0,0,0,2,0,0,0,3,4,"-74,12288162277356","4,518089063896605"
61,007307,MUEQUETA,Ene-Abr,0,0,1,0,296,1,1,1,100,"7,760",9,17,13,0,"36,368",3,1,0,0,"1,759",0,2,0,100,"1,104",2,1,0,100,"2,805",2,3,1,0,"2,308",6,7,7,40,"19,286",0,0,0,100,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",1,0,1,100,"11,410",0,0,18,0,0,1,10,0,0,1,1,0,0,3,18,0,1,2,14,2,0,1,0,2,"-74,0710895638315","4,653070691962476"
62,006527,INTERINDUSTRIAL,Ene-Abr,0,0,0,0,296,3,1,1,0,"7,760",17,12,12,0,"36,368",1,0,1,0,"1,759",0,1,0,-100,"1,104",5,0,2,100,"2,805",10,2,3,100,"2,308",12,7,12,-33.33,"19,286",1,0,1,100,"1,552",0,0,0,0,1,1,1,1,100,"2,196",4,1,0,0,"11,410",0,2,12,1,1,1,9,0,0,0,0,1,0,2,12,1,0,2,6,1,0,1,1,1,"-74,13082618174248","4,651326931088502"
65,102808,LA REGADERA,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,1,1,0,100,"2,196",1,0,1,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-74,12252979241894","4,3940562680327115"
66,104113,SANTA BARBARA,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,1,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,15012749802594","4,401529159384307"
69,102909,SAN BENITO,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,4,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,6,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,11602215515391","4,361308656815179"
70,102910,ARRAYAN,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,100,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"-74,12769475794842","4,330838248372604"
71,002558,VILLAS EL DIAMANTE,Ene-Abr,1,0,2,100,296,3,4,1,300,"7,760",3,3,7,-28.57,"36,368",3,1,0,0,"1,759",0,0,0,0,"1,104",0,0,0,100,"2,805",0,0,0,0,"2,308",3,1,6,-83.33,"19,286",2,1,0,0,"1,552",0,0,0,0,1,1,1,2,100,"2,196",11,6,2,400,"11,410",0,2,7,0,0,0,6,0,0,0,1,2,1,8,5,0,0,2,1,0,0,0,2,10,"-74,15375524311021","4,550523563060885"
131,001103,VITELMA,Ene-Abr,0,0,0,0,296,5,5,5,-66.67,"7,760",2,10,3,-7.69,"36,368",2,2,2,0,"1,759",0,0,0,100,"1,104",0,0,0,0,"2,805",1,2,3,100,"2,308",1,6,1,-66.67,"19,286",0,1,3,-50,"1,552",0,0,0,0,1,1,0,3,0,"2,196",15,6,15,-18.18,"11,410",0,6,13,0,0,1,6,2,0,0,1,11,0,2,12,0,1,1,2,1,0,1,1,9,"-74,07707862711977","4,575928115754134"
133,005609,TABORA,Ene-Abr,0,0,0,0,296,16,5,2,71.43,"7,760",30,37,42,6.67,"36,368",7,6,1,-16.67,"1,759",1,0,1,0,"1,104",6,5,5,-16.67,"2,805",3,8,4,-33.33,"2,308",18,15,17,0,"19,286",1,0,0,-66.67,"1,552",0,1,0,0,1,0,2,1,-66.67,"2,196",13,7,18,44.44,"11,410",0,7,45,6,1,6,18,3,0,3,3,9,0,12,48,5,1,5,18,1,0,2,1,13,"-74,09923183863422","4,69400568876358"
134,005602,SANTA MARIA,Ene-Abr,0,0,1,0,296,4,7,4,-25,"7,760",39,37,39,32.56,"36,368",2,5,1,-50,"1,759",0,3,0,300,"1,104",3,4,3,166.67,"2,805",14,9,8,300,"2,308",26,19,23,12,"19,286",1,0,0,100,"1,552",0,0,0,0,1,0,1,2,100,"2,196",7,9,13,266.67,"11,410",0,4,43,4,1,3,25,0,0,1,1,3,0,3,57,2,4,8,28,2,0,4,2,11,"-74,09430484883349","4,692562117100745"
135,007205,PALERMO,Ene-Abr,0,0,0,0,296,14,3,5,-66.67,"7,760",79,93,61,131.25,"36,368",7,6,7,-50,"1,759",1,7,0,100,"1,104",1,5,3,0,"2,805",9,16,13,25,"2,308",52,55,35,135.71,"19,286",0,2,0,0,"1,552",0,0,0,0,1,2,2,1,0,"2,196",7,1,7,33.33,"11,410",0,6,48,6,0,3,28,1,0,4,2,6,0,2,111,3,1,3,66,1,0,5,2,8,"-74,0719169902686","4,635020906084894"
136,006508,LAS DOS AVENIDAS,Ene-Abr,0,2,0,-100,296,12,8,5,0,"7,760",95,145,84,30.43,"36,368",4,2,2,-60,"1,759",5,0,0,-50,"1,104",3,11,14,-81.25,"2,805",1,15,2,-100,"2,308",67,89,44,47.37,"19,286",1,0,1,-100,"1,552",1,0,0,0,1,1,0,0,0,"2,196",8,11,6,25,"11,410",1,7,69,5,2,16,38,3,0,11,2,4,0,7,90,2,1,3,56,0,0,0,2,5,"-74,142243235904","4,633254035621702"
137,001408,VILLA DE LOS ALPES,Ene-Abr,0,0,0,0,296,6,3,2,-27.27,"7,760",7,13,17,-62.50,"36,368",3,3,0,-66.67,"1,759",0,3,1,0,"1,104",0,0,0,-100,"2,805",4,0,0,-100,"2,308",8,9,9,-78.57,"19,286",0,0,0,0,"1,552",0,0,0,0,1,3,2,0,100,"2,196",15,5,9,-53.85,"11,410",0,11,24,3,0,4,14,0,0,1,0,13,0,8,9,1,0,0,3,0,0,0,3,6,"-74,09699125281091","4,55944560005021"
147,004202,COMUNEROS,Ene-Abr,1,1,0,0,296,12,7,2,33.33,"7,760",77,99,60,-20,"36,368",6,4,2,-75,"1,759",4,5,1,-100,"1,104",12,5,1,-62.50,"2,805",9,19,5,-28.57,"2,308",43,41,36,-36.36,"19,286",3,2,1,0,"1,552",0,0,0,0,1,0,0,1,-100,"2,196",11,11,11,-72.73,"11,410",0,3,85,4,2,8,55,0,0,7,2,11,0,4,68,1,0,3,35,0,0,5,0,3,"-74,1023340348341","4,607152029477334"
148,208126,SAN ISIDRO RURAL II,Ene-Abr,0,0,0,0,296,4,1,3,-66.67,"7,760",3,5,4,-66.67,"36,368",2,0,3,100,"1,759",0,0,0,0,"1,104",0,0,1,0,"2,805",0,1,2,0,"2,308",2,4,1,100,"19,286",0,1,0,0,"1,552",0,0,0,0,1,0,0,0,-50,"2,196",5,1,6,-50,"11,410",0,3,6,1,0,0,0,0,0,0,2,4,0,1,2,2,0,0,22,0,0,0,1,2,"-74,01731872762183","4,666076492682167"
149,002546,NACIONES UNIDAS,Ene-Abr,2,0,1,0,296,9,10,11,-50,"7,760",4,10,5,50,"36,368",1,4,1,150,"1,759",0,0,0,0,"1,104",0,0,0,-100,"2,805",3,1,1,-100,"2,308",2,9,3,-28.57,"19,286",1,0,0,0,"1,552",0,0,0,0,1,0,2,1,50,"2,196",17,8,15,140,"11,410",1,14,8,2,0,1,7,1,0,3,2,10,1,7,12,5,0,0,5,1,0,0,3,24,"-74,14902700822586","4,541446005836703"
150,202404,SAN FELIPE DE USME RURAL,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,09632227561269","4,500814621559517"
151,001304,BELLO HORIZONTE,Ene-Abr,2,0,0,-100,296,19,27,14,133.33,"7,760",18,26,21,-6.90,"36,368",9,7,1,200,"1,759",1,0,1,0,"1,104",0,1,0,100,"2,805",1,1,1,0,"2,308",17,12,17,33.33,"19,286",2,6,7,-33.33,"1,552",0,0,0,0,1,5,6,5,0,"2,196",35,33,49,-47.62,"11,410",1,9,29,1,0,0,15,3,0,0,6,42,0,21,27,3,0,2,20,2,0,0,6,22,"-74,09324361020946","4,561701474508259"
155,009104,VICTORIA NORTE,Ene-Abr,1,0,0,0,296,1,4,2,100,"7,760",37,48,43,37.21,"36,368",3,1,2,100,"1,759",1,2,0,100,"1,104",5,0,1,-40,"2,805",1,4,4,200,"2,308",18,21,23,54.17,"19,286",0,0,0,0,"1,552",0,0,0,0,1,1,1,0,0,"2,196",8,3,6,60,"11,410",0,0,43,2,1,5,24,0,0,2,2,5,0,2,59,4,2,3,37,0,0,6,2,8,"-74,0548277368176","4,732158694202513"
156,005634,EL CORTIJO,Ene-Abr,0,0,0,100,296,13,1,8,-45.45,"7,760",34,42,46,24.24,"36,368",10,6,1,-28.57,"1,759",3,5,4,-33.33,"1,104",6,8,2,28.57,"2,805",3,6,0,33.33,"2,308",19,17,21,27.78,"19,286",3,1,3,600,"1,552",0,0,0,0,1,3,1,1,-100,"2,196",17,11,25,-54.55,"11,410",0,11,66,7,3,7,36,1,0,3,2,11,1,6,82,5,2,9,46,7,0,4,0,5,"-74,11887973519119","4,727807995844628"
160,004212,TIBANA,Ene-Abr,0,3,0,0,296,2,3,2,250,"7,760",13,15,10,-12.50,"36,368",0,4,3,100,"1,759",3,3,1,-66.67,"1,104",2,2,1,100,"2,805",0,6,0,-50,"2,308",8,6,5,-16.67,"19,286",0,0,0,0,"1,552",0,0,0,0,1,2,0,2,100,"2,196",4,5,5,-20,"11,410",0,2,16,0,3,1,6,0,0,2,0,5,0,7,14,3,1,2,5,0,0,1,1,4,"-74,10660904335647","4,610958235996225"
161,009138,CASABLANCA SUBA URBANO I,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,05272582203595","4,781855002837013"
162,007103,LA MAGDALENA,Ene-Abr,0,0,0,100,296,6,1,3,100,"7,760",54,75,52,74.19,"36,368",5,5,3,-20,"1,759",1,1,1,0,"1,104",8,2,3,-50,"2,805",5,12,7,33.33,"2,308",32,53,34,84.21,"19,286",0,0,1,0,"1,552",0,0,0,0,1,2,1,1,100,"2,196",4,1,1,-50,"11,410",0,1,31,5,0,4,19,1,0,3,0,2,1,2,54,4,0,2,35,1,0,4,5,1,"-74,07081961340683","4,62800891542979"
163,001104,MOLINOS DE ORIENTE,Ene-Abr,0,0,0,0,296,0,0,0,-100,"7,760",0,0,0,100,"36,368",0,0,1,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,1,0,0,"2,308",0,0,0,0,"19,286",0,0,1,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",4,0,5,100,"11,410",0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"-74,06939731482106","4,5677263342121535"
164,004528,PASO ANCHO,Ene-Abr,0,0,0,0,296,9,5,8,116.67,"7,760",18,14,22,47.37,"36,368",6,4,2,-66.67,"1,759",0,1,0,-100,"1,104",1,2,1,33.33,"2,805",3,0,1,100,"2,308",14,5,12,75,"19,286",3,3,0,-25,"1,552",0,0,0,0,1,0,3,6,-50,"2,196",24,21,56,33.33,"11,410",0,6,19,3,1,3,8,4,0,0,2,12,0,13,28,1,0,4,14,3,0,3,1,16,"-74,19331856588578","4,611535964600162"
166,004544,LAS DELICIAS,Ene-Abr,1,0,2,-100,296,12,21,10,-50,"7,760",96,105,76,-11.54,"36,368",12,7,2,-87.50,"1,759",1,6,0,-42.86,"1,104",5,3,14,-36.36,"2,805",20,24,26,-40,"2,308",88,59,37,-50,"19,286",5,4,4,100,"1,552",0,0,0,0,1,1,6,3,0,"2,196",25,26,31,-38.46,"11,410",1,12,78,8,7,11,50,8,0,10,2,26,0,6,69,1,4,7,25,16,0,6,2,16,"-74,14539045100805","4,598428818796486"
